ID,MENU,PRICE,NAME,DESCRIPTION,KEY
273,273,8,8,0.00,0.00,"*THAI FRIED RICE","*THAI FRIED RICE","Thai fried rice w/ pineapples, cashew nuts, green bean and tomato sauce (egg)","Thai fried rice w/ pineapples, cashew nuts, green bean and tomato sauce (egg)",T7,T7
274,274,8,8,12.00,12.00,"A) Tofu and Vegetable","A) Tofu and Vegetable",,,T7A,T7A
275,275,8,8,12.00,12.00,"B) Chicken","B) Chicken",,,T7B,T7B
276,276,8,8,12.00,12.00,"C) Beef","C) Beef",,,T7C,T7C
277,277,8,8,13.00,13.00,"D) Tiger Shrimp","D) Tiger Shrimp",,,T7D,T7D
278,278,8,8,13.50,13.50,"E) Seafood ( Tiger Shrimps, Calamari, Scallops, Crab and Mussels)","E) Seafood ( Tiger Shrimps, Calamari, Scallops, Crab and Mussels)",,,T7E,T7E
279,279,8,8,0.00,0.00,"PAD SEW","PAD SEW","Stir fried thick rice noodle w/ mixed vegetable in mushroom soya sauce","Stir fried thick rice noodle w/ mixed vegetable in mushroom soya sauce",T8,T8
280,280,8,8,12.00,12.00,"A) Tofu and Vegetable","A) Tofu and Vegetable",,,T8A,T8A
281,281,8,8,12.00,12.00,"B) Chicken","B) Chicken",,,T8B,T8B
282,282,8,8,12.00,12.00,"C) Beef","C) Beef",,,T8C,T8C
283,283,8,8,13.00,13.00,"D) Tiger Shrimp","D) Tiger Shrimp",,,T8D,T8D
284,284,8,8,13.50,13.50,"E) Seafood ( Tiger Shrimps, Calamari, Scallops, Crab and Mussels)","E) Seafood ( Tiger Shrimps, Calamari, Scallops, Crab and Mussels)",,,T8E,T8E
371,371,8,8,12.00,12.00,"THAI GINGER CHICKEN OR BEEF","THAI GINGER CHICKEN OR BEEF","Your choice of marinated chicken or beef sautéed in our sesame soy ginger sauce. Served with steam rice","Your choice of marinated chicken or beef sautéed in our sesame soy ginger sauce. Served with steam rice",T9,T9
68,68,4,4,10.00,10.00,"Grilled Beef and Spring Roll<br>Bun Bo va cha gio","Grilled Beef and Spring Roll<br>Bun Bo va cha gio",,,V1,V1
71,71,4,4,10.00,10.00,"*Grilled Chicken and Spring Roll<br>Bun Ga va cha gio","*Grilled Chicken and Spring Roll<br>Bun Ga va cha gio",,,V2,V2
72,72,4,4,10.00,10.00,"*Grilled Pork and Spring Roll<br>Bun Thit nuong va cha gio","*Grilled Pork and Spring Roll<br>Bun Thit nuong va cha gio",,,V3,V3
73,73,4,4,10.00,10.00,"Grilled Beef<br>Bun Bo	","Grilled Beef<br>Bun Bo	",,,V4,V4
74,74,4,4,10.00,10.00,"Grilled Chicken<br>Bun Ga","Grilled Chicken<br>Bun Ga",,,V5,V5
75,75,4,4,10.00,10.00,"Grilled Pork<br>Bun thit nuong	","Grilled Pork<br>Bun thit nuong	",,,V6,V6
76,76,4,4,0.00,0.00,"Stir Fried Lemon Grass with Beef or Chicken and Spicy Chili<br>Bun bo hoac ga xao xa ot ","Stir Fried Lemon Grass with Beef or Chicken and Spicy Chili<br>Bun bo hoac ga xao xa ot ",,,V7,V7
350,350,4,4,10.00,10.00,"A) Beef ","A) Beef ",,,"V7A ","V7A "
351,351,4,4,10.00,10.00,"B) Chicken","B) Chicken",,,"V7B ","V7B "
116,116,7,7,12.00,12.00,"*Sizzling Chicken with Vegetables","*Sizzling Chicken with Vegetables","(Your choice of: Satay sauce or black bean sauce)","(Your choice of: Satay sauce or black bean sauce)",Zz1,Zz1
354,354,7,7,12.00,12.00,"*Sizzling Beef with Vegetables","*Sizzling Beef with Vegetables","(Your choice of: Satay sauce or black bean sauce)","(Your choice of: Satay sauce or black bean sauce)",Zz2,Zz2
357,357,7,7,13.00,13.00,"Sizzling Tiger Shrimp with Vegetables","Sizzling Tiger Shrimp with Vegetables","(Your choice of: Satay sauce or black bean sauce)","(Your choice of: Satay sauce or black bean sauce)",Zz3,Zz3
360,360,7,7,13.50,13.50,"*Sizzling Seafood with Vegetables","*Sizzling Seafood with Vegetables","(Your choice of: Satay sauce or black bean sauce)","(Your choice of: Satay sauce or black bean sauce)",Zz4,Zz4
